asset_id,asset_type,timestamp,operational_cycles,vibration,temperature,pressure,load_factor,speed,acoustic_emission,oil_pressure,oil_temperature
WING-001,aircraft_wing,2024-01-01 00:00:00,1,0.7216834868286662,2621.580368795156,109.37222086580636,1.2647404233399717,10771.790559329322,37.40291896499167,51.26670701833467,118.21523911013877
WING-001,aircraft_wing,2024-01-01 01:00:00,2,0.33229137389269714,1001.862084172755,214.42289919779137,0.8169849540512977,10630.957084967178,28.14636554494461,57.6910082327527,118.00294551005206
WING-001,aircraft_wing,2024-01-01 02:00:00,3,0.4033358163561348,1085.977525883671,268.241300360864,0.518134304516675,9481.357387413373,28.529849081050344,50.093445481002064,111.39003120516497
WING-001,aircraft_wing,2024-01-01 03:00:00,4,0.8112612175461257,1905.6922374976675,96.52469277838172,0.7080863565870775,9867.259420656115,38.528398918227246,52.973027163144124,158.6985210589881
WING-001,aircraft_wing,2024-01-01 04:00:00,5,0.44828998700208533,976.6531857065117,107.25515275873735,0.799297347120967,9706.19646973497,31.20729963144195,52.96074855655184,116.11301094618894
WING-001,aircraft_wing,2024-01-01 05:00:00,6,0.3321395123776606,1081.325968781391,94.58425859094143,0.48264675311092553,10494.142202980669,28.534401430158585,53.30252057808622,118.97884865739024
WING-001,aircraft_wing,2024-01-01 06:00:00,7,0.40737959909043114,1133.50426541751,92.94754864535578,0.5377714337103351,11573.974113003334,33.93702776703043,58.84523203497515,97.14316590895646
WING-001,aircraft_wing,2024-01-01 07:00:00,8,0.6072776103408627,1160.828452434153,98.35659443951,0.5354462647662809,10463.381214990797,29.028024376078736,56.62496876180288,105.09709625521796
WING-001,aircraft_wing,2024-01-01 08:00:00,9,0.5960927253381673,1101.416607450933,117.7072045964196,0.6038084362596008,10538.685359810766,28.375934604653676,48.987878368587836,99.71143182203716
WING-001,aircraft_wing,2024-01-01 09:00:00,10,0.8360655257894708,1030.0737075666184,97.01977614262364,1.9131434662333169,10131.306885496833,80.87073941878428,47.455829116809234,111.07731491038248
WING-001,aircraft_wing,2024-01-01 10:00:00,11,0.6920061246777198,1072.018130006989,118.88789625895308,0.7834898139558255,9881.26437429796,81.69027626461897,50.934224164994205,103.48320064730292
WING-001,aircraft_wing,2024-01-01 11:00:00,12,0.5144059795787096,935.2329598367385,103.70101834217442,0.694090977534574,11708.333262980175,28.54320431625457,46.99991382617066,93.81035383114559
WING-001,aircraft_wing,2024-01-01 12:00:00,13,0.486079875279791,1090.1442886827774,109.57133851382898,0.5659713016168574,11089.038561020388,25.74814243703165,54.93725080446535,98.40916781276665
WING-001,aircraft_wing,2024-01-01 13:00:00,14,0.5685571576511603,1005.1511348650246,103.74073835418251,0.6307981825341697,10594.032643157952,28.026108531842983,47.476236823734155,115.11475739911207
WING-001,aircraft_wing,2024-01-01 14:00:00,15,0.8938256564251776,1102.396501132418,119.4977113609746,0.5499642119734434,11651.420345875065,36.44763846896331,48.13764885763078,109.00209189409992
WING-001,aircraft_wing,2024-01-01 15:00:00,16,0.47870413155442765,1035.3076208163127,118.96959721068251,0.5965058165221593,11064.808585517832,27.21587147742799,55.653003957046906,117.71597643757312
WING-001,aircraft_wing,2024-01-01 16:00:00,17,0.6514885960048312,1034.8699871846015,102.35062718781822,0.7832987326570264,11564.246588122325,36.236933201522845,49.11308676447068,110.56189438444736
WING-001,aircraft_wing,2024-01-01 17:00:00,18,0.34963441759187086,1179.4349112457444,108.40204641128605,0.7352575395850998,29426.27682553102,33.76782856061844,46.437710386553896,117.6342655213487
WING-001,aircraft_wing,2024-01-01 18:00:00,19,0.32930514965818075,978.2254820865012,100.39383259916,0.8309357005993836,11885.963756947049,37.1762211651153,46.6167640520673,99.2711262972677
WING-001,aircraft_wing,2024-01-01 19:00:00,20,0.6409207420697064,1125.6522474063129,114.45959970812936,0.8720694857417689,9357.059409400288,38.23606141306974,49.070861397604126,101.77211947533264
WING-001,aircraft_wing,2024-01-01 20:00:00,21,0.5690536307340295,1156.8447039196121,103.54387225229343,0.5621678275991785,15751.249167447164,26.926793280148633,92.04687489445288,94.00450212036361
WING-001,aircraft_wing,2024-01-01 21:00:00,22,0.3605200934569615,1020.3930566161082,113.1789167094078,0.9447774754245039,11613.21675098552,36.324851104620684,52.252611741225806,98.41260523621297
WING-001,aircraft_wing,2024-01-01 22:00:00,23,1.6179316157060828,1023.4725548582828,102.49066256976857,0.5674593284470008,9265.51958185449,33.93513553792878,58.86290495075376,159.59988910971106
WING-001,aircraft_wing,2024-01-01 23:00:00,24,0.6074394315862441,1164.3958908527468,110.11706684065742,0.9529983333969754,11853.199615519068,40.18022515931152,53.08882079551519,103.10491931411457
WING-001,aircraft_wing,2024-01-02 00:00:00,25,0.513873341547436,1061.2334605320752,121.2013598298071,0.6289097993706859,10091.392455180981,33.13706801243227,57.22280663911125,118.19127626692848
WING-001,aircraft_wing,2024-01-02 01:00:00,26,0.6999983938714436,1017.1587528957036,108.15293129736044,0.8690324824974064,11330.470566878363,36.048288595779454,59.88719375751801,119.63905027764484
WING-001,aircraft_wing,2024-01-02 02:00:00,27,0.5616901563581921,1210.9849685742515,118.68787244292817,0.7898223918653388,11123.39710422729,36.66216772747581,59.506095008761974,105.89773612832388
WING-001,aircraft_wing,2024-01-02 03:00:00,28,0.4201442677941265,1025.9725421440346,117.35476193782655,0.6433012651440523,11068.92595056715,38.65817081670656,48.12498370842253,108.9239975946783
WING-001,aircraft_wing,2024-01-02 04:00:00,29,0.6014199021742619,1716.412214687847,97.97887741713558,0.8270373555542231,10844.476551360929,34.637295346029894,50.453125950022276,109.72040249414107
WING-001,aircraft_wing,2024-01-02 05:00:00,30,0.6626120370088059,917.7969489397838,97.71410002019074,0.5326924954928459,11087.92990352686,29.462487378293723,57.78552699847846,116.11134969867112
WING-001,aircraft_wing,2024-01-02 06:00:00,31,0.7301033457538587,1200.2710614500372,108.67822121689763,0.6079247780280886,12000.965505301645,33.513322318425516,53.3861543766135,228.63825633505934
WING-001,aircraft_wing,2024-01-02 07:00:00,32,0.6299292826112121,1171.028851199075,112.2996406553805,0.5915502951817231,25831.217069727092,28.45666834255487,54.54701655397842,109.58876460256992
WING-001,aircraft_wing,2024-01-02 08:00:00,33,0.5851650656905971,1016.6627921875341,108.54503700098928,0.721827337431992,24054.10396240482,37.25719047246435,52.6972235617737,106.94878049029629
WING-001,aircraft_wing,2024-01-02 09:00:00,34,0.6264658175653273,1123.150419333163,98.2027714686546,0.8594971159974428,11544.839209816811,33.954459315345,50.27844986750642,117.06148212039047
