asset_id,asset_type,timestamp,operational_cycles,vibration,temperature,pressure,load_factor,speed,acoustic_emission,oil_pressure,oil_temperature
WING-001,aircraft_wing,2024-01-01 00:00:00,1,0.54134394747863,2150.3057625605848,188.53401170717598,0.5961442019552781,9568.827004345701,35.462241907863785,47.541874567067644,153.88467110950822
WING-001,aircraft_wing,2024-01-01 01:00:00,2,0.4919403548243223,2032.0922274087598,224.24325317137928,0.8780429978440996,9985.545868891593,35.28911534969687,49.472676665048844,135.8085523010384
WING-001,aircraft_wing,2024-01-01 02:00:00,3,0.6724232807151038,1816.3083021318944,210.7656100311944,1.0295909276716353,10010.729855325924,27.24054096421991,48.22635926570302,157.83403301097707
WING-001,aircraft_wing,2024-01-01 03:00:00,4,0.8663144784612037,1640.1334177539397,239.69106304150472,1.5375851526033697,10238.61039728237,36.038658849791375,49.80081672503545,151.8504615750306
WING-001,aircraft_wing,2024-01-01 04:00:00,5,0.6485801692645544,1976.890342521813,182.27096289919265,1.3013883727934723,9319.439846596419,42.42097449093047,51.134398757155246,160.39391994980573
WING-001,aircraft_wing,2024-01-01 05:00:00,6,0.665419456457623,1901.1727616739352,268.6037482949175,0.9332636861800219,10299.72646756066,30.383407285539235,55.33781794532553,161.30545353883863
WING-001,aircraft_wing,2024-01-01 06:00:00,7,0.9207650977991635,2027.066620639914,258.087768591833,1.287405005770248,8651.820815464574,44.324495906303554,50.70276384517719,167.62757875184394
WING-001,aircraft_wing,2024-01-01 07:00:00,8,0.7533352093729363,1962.5281653347586,219.3739789843387,0.8508268233476586,9689.648153646625,40.96504892650602,45.64309717292163,164.60788321881404
WING-001,aircraft_wing,2024-01-01 08:00:00,9,0.5053888421097572,2066.590291844589,268.90423360848905,1.3292102451333792,9761.027304803738,33.637800068173775,56.544071385980644,162.97864111274782
WING-001,aircraft_wing,2024-01-01 09:00:00,10,0.5947840065378946,1670.860206896709,267.62280550506233,0.9563750696364243,10322.401432609322,37.198822175972914,48.633639465539844,161.6993625533299
WING-001,aircraft_wing,2024-01-01 10:00:00,11,0.39822417060507587,2134.484421491538,151.3587481313923,0.9595784757829222,10017.627236504348,47.642730845846195,51.74531829158148,150.08422232955277
WING-001,aircraft_wing,2024-01-01 11:00:00,12,0.3812205369644615,1855.0026999285753,169.63500885735144,1.1658793295084382,9304.104070582807,42.4588868810352,53.76454602776285,145.43748069629473
WING-001,aircraft_wing,2024-01-01 12:00:00,13,0.5042111652618503,2324.8849088131287,153.86116330235683,0.5657015727523937,9514.962818405118,38.115101929388885,52.77504167361113,149.58934621440144
WING-001,aircraft_wing,2024-01-01 13:00:00,14,0.2267679633013302,1634.239626116981,132.57187595564545,0.4714163629774019,10107.37316605245,36.64110009823409,56.351518190085905,146.0666476114642
WING-001,aircraft_wing,2024-01-01 14:00:00,15,0.3176123251230449,2240.994419346877,190.93258680607713,0.5720481003748349,9969.073266178852,38.53165442270996,53.88901257357104,135.68140229422843
WING-001,aircraft_wing,2024-01-01 15:00:00,16,0.554596870613854,1856.948050123456,140.47743022202155,0.8488281490685319,9719.618653697715,35.00621865234618,48.52596168121156,139.81833323262177
WING-001,aircraft_wing,2024-01-01 16:00:00,17,0.5328585074228913,1645.0827366948583,131.66785677023148,0.307373037017911,9769.33758044095,25.453102965685915,60.683648695966646,135.31497000283255
WING-001,aircraft_wing,2024-01-01 17:00:00,18,0.7487570998892911,1687.4326599164233,60.06150542372987,0.05,10358.412235439651,50.33946746320838,52.74493385335293,128.43853673231956
WING-001,aircraft_wing,2024-01-01 18:00:00,19,0.5487595641448734,1728.7841695562252,167.68917163102498,0.5211304804314798,9752.055706775003,39.02314999519641,51.37643909351398,145.9494276681201
WING-001,aircraft_wing,2024-01-01 19:00:00,20,0.4274544447997063,1915.379358575767,98.70813997879479,0.7517405388468525,9967.430121936039,40.48488359073523,55.81970169222228,137.08133990239634
WING-001,aircraft_wing,2024-01-01 20:00:00,21,0.7967373153382331,1940.5136164027404,160.2228983394603,0.9291803155918017,11097.017782828001,37.75335350073855,52.96000378372029,154.63359824972534
WING-001,aircraft_wing,2024-01-01 21:00:00,22,0.4806135549270197,1666.846612728309,181.35907751832764,0.6586877275829202,9300.781908983945,33.694899195652475,53.55731277175731,127.32606183840136
WING-001,aircraft_wing,2024-01-01 22:00:00,23,0.47894605523013384,1804.6498317197247,239.17320112739475,0.7414489650460432,9087.275593782611,36.994853114307375,61.927335994402746,138.30257936622786
WING-001,aircraft_wing,2024-01-01 23:00:00,24,0.23844777206798148,2346.7729321152997,147.93518403523552,1.1322201468511495,10405.565517323972,28.518831426834133,50.85631428697982,145.621110693527
